content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
잘 놀다갑니다,2023-12-21 03:33:13+00:00,toss,삼성전자,39533578.0,1.915298184877585e-199,,0.0,0.0,1.0,감정 표현이나 주식 시장과 관련된 내용이 없음
"이게 한국 대장주다
기적이다 5년간 47
파킹통장도 15주는걸",2025-01-15 06:31:48+00:00,toss,삼성전자,5740463.0,1.3971350057172498e-29,,0.1,0.6,0.3,"기적이라는 표현과 대장주 언급으로 탐욕 비중이 높으나, 구체적인 정보 전달로 중립적 요소도 일부 포함"
무슨일이야,2024-10-22 00:59:30+00:00,toss,삼성전자,13104401.0,1.3489253888882442e-66,,0.0,0.0,1.0,질문 형태로 감정이 뚜렷하지 않음
삼성전자A005930는 지난 영업 이익이 바닥일 가능성이 높고 per  또한 9로 상당한 저평가 영역에 있다고 볼 수 있습니다 아직 충분한 유동성이 국장으로 유입되지 않아 주가가 지지부진 한 것처럼 보이기도 하지만 조금씩 저점을 높이는 모습을 보이고 있습니다 상승 포텐셜이 상당하다고 개인적으로 보이네요,2023-06-14 08:33:20+00:00,toss,삼성전자,55931571.0,7.191144877581216e-282,,0.1,0.6,0.3,"상승 포텐셜 언급으로 탐욕 비중이 높으나, 주가 상황 분석으로 중립적인 내용도 일부 포함됨"
주식 개망했다,2024-12-07 08:57:39+00:00,toss,삼성전자,9101312.0,1.7854223867419573e-46,,0.8,0.0,0.2,손실 언급으로 공포 비중이 높음
더살껄,2025-03-17 00:13:09+00:00,toss,삼성전자,492782.0,0.003334290485014,,0.1,0.8,0.1,과거에 더 많이 매수하지 않은 것에 대한 후회로 탐욕 비중이 높음
구질구질하다 음전가자,2024-09-20 03:43:54+00:00,toss,삼성전자,15859337.0,1.914901596782087e-80,,0.8,0.0,0.2,"음전(음의 전환) 언급으로 공포 비중이 높으며, 구질구질하다는 부정적 상황을 나타냄"
개미들이 겁나쌓이니 아주쫌만 올라도 던지니 주가가 안오르지,2024-08-09 03:34:24+00:00,toss,삼성전자,19488707.0,1.0937374534479144e-98,,0.8,0.05,0.15,주가가 안 오른다는 표현과 던지니(팔아치우니)라는 표현으로 공포 감정이 높게 나타남
,2024-06-14 00:46:17+00:00,toss,삼성전자,24337194.0,4.652851824289307e-123,,0.0,0.0,1.0,"문장이 'nan'으로, 실제 의미 있는 내용이 없어 중립으로 평가"
9만 갈 수 있을까,2023-07-12 07:39:51+00:00,toss,삼성전자,53515580.0,1.0021051911711766e-269,,0.0,0.0,1.0,질문 형식으로 중립적 태도를 보임
경제는 내 란 수  괴 가  말아먹네요,2024-12-04 05:32:03+00:00,toss,삼성전자,9372848.0,7.706371287670783e-48,,0.8,0.0,0.2,손실과 부정적인 표현으로 공포 비중이 높음
건강한 조정,2025-02-21 01:40:25+00:00,toss,삼성전자,2561146.0,1.3373802865567846e-13,,0.0,0.0,1.0,건강한 조정이라는 표현은 중립적인 시장 분석을 나타냄
삼전에 손댄 내가개호구네,2024-12-02 00:35:39+00:00,toss,삼성전자,9563432.0,8.489237513505495e-49,,0.8,0.0,0.2,비속어 사용과 자신을 비하하는 표현으로 공포 비중이 높음
요즘 푸틴도 그렇고 이스라엘도 그렇고 왤케 세계가 급진적이죠 트럼프도 그렇고 한동안 너무 평화로웠나,2024-12-03 23:25:04+00:00,toss,삼성전자,9394867.0,5.972692851688131e-48,,0.0,0.0,1.0,세계 정세에 대한 일반적인 관찰과 의문 제기로 중립적 태도
와 57층 뚫렸네 50층 오면 사러 올게,2024-10-24 07:45:26+00:00,toss,삼성전자,12907245.0,1.3213068997841493e-65,,0.1,0.6,0.3,"구매 의사 표현과 기대감으로 탐욕 비중이 높으나, 구체적인 행동 계획과 조건을 명시하여 중립적 요소도 포함"
난 삼전 주식 한주도 가지고 있지는 않지만 갠 적으로 많이 올라서면 좋겠습니다,2024-12-21 03:33:34+00:00,toss,삼성전자,7911157.0,1.714440160213171e-40,,0.0,0.7,0.3,"기대감과 긍정적인 바람으로 탐욕 비중이 높으나, 직접적인 소유나 행동을 언급하지 않아 중립적 요소도 일부 포함됨"
지금인가 600원에 사서 내년 78월쯤 8만원에 팔자,2024-10-07 11:20:18+00:00,toss,삼성전자,14363153.0,6.350382385662266e-73,,0.0,0.8,0.2,과도한 기대와 자신감으로 탐욕 비중이 높음
4만5천원 오면 풀매수합니다,2024-11-13 02:48:24+00:00,toss,삼성전자,11197067.0,5.215669345634099e-57,,0.0,0.8,0.2,"풀매수 의사 표현으로 탐욕 비중이 높으며, 가격 목표 설정으로 약간의 중립적 태도 포함"
,2024-11-13 00:29:16+00:00,toss,삼성전자,11205415.0,4.7353093631952343e-57,,0.0,0.0,1.0,분석할 내용이 없음
두번째 자리 6자를 보다니,2024-10-24 07:05:31+00:00,toss,삼성전자,12909640.0,1.285183378260865e-65,,0.0,0.0,1.0,감정이 뚜렷하지 않고 구체적인 정보나 의견이 없음
와진짜 충격스럽다,2024-11-13 03:21:26+00:00,toss,삼성전자,11195085.0,5.336698722863049e-57,,0.6,0.1,0.3,"충격이라는 단어 사용으로 부정적 감정 표현이 있으나, 구체적인 손실이나 하락 언급이 없어 중립적 비중도 고려"
삼전은 반도체 상승장엔 반도체회사가 아니라 종합전자회사라고 하면서 안 오르고 떨어질때는 반도체 빠지면 그냥 빠지네,2024-10-23 00:27:24+00:00,toss,삼성전자,13019927.0,3.5859255030117123e-66,,0.75,0.0,0.25,시장의 하락과 비관적인 시각으로 공포 비중이 높음
"슬슬
사야하나",2024-09-19 03:13:02+00:00,toss,삼성전자,15947589.0,6.895135366613417e-81,,0.0,0.4,0.6,구매 고려 표현으로 탐욕과 중립의 혼합된 감정 표현
외인들이 한달넘게 팔다가  이틀동안 고작27만주정도 사들이고 그담 다시 던진다는건 답이없다는거겠죠,2024-11-01 05:23:55+00:00,toss,삼성전자,12224536.0,3.5700891963294506e-62,,0.7,0.0,0.3,외인 매도 후 소량 매수에 대한 실망감으로 공포 비중이 높음
전인구 반대매매법 신탁을 믿어라,2024-11-19 13:34:41+00:00,toss,삼성전자,10639890.0,3.2960343103231703e-54,,0.1,0.6,0.3,신뢰와 기대를 표현하는 문장으로 탐욕 비중이 높음
"개인이 문제네요
좀기다리지 다 팔아치우네
그래서 개미인가보네",2024-05-22 01:36:07+00:00,toss,삼성전자,26321404.0,4.942828501900793e-133,,0.8,0.0,0.2,비판과 체념의 언급으로 공포 비중이 높음
"너랑
머티만 갖고간다",2024-01-17 02:39:29+00:00,toss,삼성전자,37204002.0,9.81706779810694e-188,,0.0,0.8,0.2,특정 종목에 대한 자신감과 투자 의사 표현으로 탐욕 비중이 높음
"이미 s k 한테 따잇 당하고
폴드 Se출시 국내에 천대는 팔릴라나 
4만전자 안사요 3만전자면 고민해봄",2024-10-24 07:45:35+00:00,toss,삼성전자,12907236.0,1.3214445430883317e-65,,0.6,0.1,0.3,"손실 경험과 가격에 대한 고민으로 공포 비중이 높으나, 구매 가능성 언급으로 중립적 요소도 포함"
"트럼프야 미국이니깐 자급자족 되니깐 무적이지 동맹국들 다 죽으라는거 아닌가 

달러 무제한 스와프 해줄것도 아니면서 참  

이런식이면 일본 캐나다 호주도 다 등돌린다",2024-12-02 23:28:49+00:00,toss,삼성전자,9481042.0,2.2029603209932772e-48,,0.8,0.0,0.2,동맹국들에 대한 부정적 전망과 비판적인 시각으로 공포 비중이 높음
김건희는 도이치 통정매매로 22억 벌었다는데 나는 이게 뭐꼬 섬전아,2024-09-20 05:02:24+00:00,toss,삼성전자,15854627.0,2.0221880630567327e-80,,0.0,0.0,1.0,"질문과 불만의 혼합이지만, 구체적인 공포, 탐욕, 중립 감정 중 어느 것에도 명확하게 속하지 않음"
"현시점 외인이 매수하는 이유는 
미장 하락으로 인한 자금 이탈로 타국 증시 저평가된 주가 매입하는것도 있음",2025-03-04 01:22:02+00:00,toss,삼성전자,1611849.0,7.90587468970479e-09,,0.2,0.3,0.5,"미장 하락 언급으로 약간의 공포가 있으나, 저평가된 주가 매입 언급으로 탐욕의 요소도 포함되어 있고, 전반적으로 정보 전달의 성격이 강해 중립 비중이 높음"
하루하루 소소한 행복,2025-02-14 00:54:40+00:00,toss,삼성전자,3168691.0,1.1813964087407043e-16,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 특정한 주식 시장의 상황이나 감정을 언급하지 않음"
본전은오갔지,2024-08-05 05:27:36+00:00,toss,삼성전자,19827515.0,2.1670829154172668e-100,,0.1,0.1,0.8,"본전을 회복했다는 내용으로 중립적인 태도가 높으며, 큰 손실이나 이익 없음"
"어제 살짝 반등 줬다고 환호하던데
단타칠거 아니면 더 내려가니 기다려야해요",2024-10-29 00:43:10+00:00,toss,삼성전자,12500581.0,1.4625922801355994e-63,,0.6,0.1,0.3,"하락을 예상하며 기다림을 권하는 내용으로 공포 비중이 높으나, 행동 제안이 포함되어 중립적 요소도 일부 존재"
삼성이 9를 찍는 날이 올까요,2024-02-18 00:52:05+00:00,toss,삼성전자,34445646.0,7.194723050290924e-174,,0.0,0.0,1.0,"질문 형태로 정보를 요청하며, 특정 감정을 드러내지 않음"
가즈아,2025-03-17 00:05:17+00:00,toss,삼성전자,493254.0,0.0033161250433315,,0.0,1.0,0.0,흥분과 과도한 기대를 나타내는 표현으로 탐욕 비중이 높음
한번 더 추매,2024-11-19 00:17:41+00:00,toss,삼성전자,10687710.0,1.895054881741628e-54,,0.1,0.7,0.2,추가 매수 의사로 탐욕 비중이 높음
지금 추매,2025-03-21 01:32:39+00:00,toss,삼성전자,142412.0,0.1923791649226773,,0.1,0.7,0.2,추가 매수 의사 표현으로 탐욕 비중이 높음
싹다정리했으니 이제 5만으로 내려오세요  기다릴게요,2023-12-13 08:40:07+00:00,toss,삼성전자,40206364.0,7.951325883873334e-203,,0.6,0.1,0.3,청산 후 하락을 기다리는 태도에서 공포와 중립적 태도가 섞임
mood,2025-01-06 16:16:06+00:00,toss,삼성전자,6483005.0,2.5870752129624818e-33,,0.0,0.0,1.0,제공된 문장에는 감정을 나타내는 구체적인 단어가 없음
H BM  약발 끝,2024-08-08 05:41:30+00:00,toss,삼성전자,19567481.0,4.39492149824986e-99,,0.6,0.1,0.3,약발 끝은 효과가 끝났음을 의미해 부정적 시각을 나타냄
음,2025-02-26 02:51:12+00:00,toss,삼성전자,2124899.0,2.0848514318584496e-11,,0.0,0.0,1.0,감정이 뚜렷하지 않은 중립적 표현
할아버지 말이 이루어지고있어요,2023-06-05 04:30:03+00:00,toss,삼성전자,56723768.0,7.495059001995663e-286,,0.1,0.6,0.3,"기대감과 희망의 표현으로 탐욕 비중이 높으나, 구체적인 내용이 없어 중립적 해석도 가능"
와 삼전인데 내랴가는 속도 뭐임,2024-01-16 00:55:58+00:00,toss,삼성전자,37296613.0,3.360991127185229e-188,,0.2,0.1,0.7,놀람과 빠른 변화 언급이지만 구체적인 감정 표현이 없어 중립 비중이 높음
외인 받아주려고 자사주 사는거임,2024-11-20 00:32:16+00:00,toss,삼성전자,10600435.0,5.2037270761996245e-54,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보 전달의 성격이 강함
"삼전은 3배 레버리지 만들어라
뭔 변동폭이 골드여",2024-12-23 08:20:51+00:00,toss,삼성전자,7721120.0,1.5465146899793925e-39,,0.1,0.7,0.2,3배 레버리지 요구와 변동폭에 대한 높은 기대감으로 탐욕 비중이 높음
"삼성전자
는 국력입니다
기쁠때나어려울때나
언제나 함께 합니다",2024-11-18 04:14:27+00:00,toss,삼성전자,10759904.0,8.217402723374989e-55,,0.0,0.2,0.8,국력과 언제나 함께 한다는 표현으로 중립적이며 약간의 긍정적 기대감을 포함
"엔비디아 오랫만에 옛날 신의 모습보였다
지금도 계속 하늘 뚫는데 

SK하이닉스는 내일 날을듯
삼성도 반사이익

그렇다면 오늘 9시 삼성 얼마까지 갈까",2024-09-24 17:29:44+00:00,toss,삼성전자,15464187.0,1.855197983849605e-78,,0.0,0.8,0.2,"신의 모습, 하늘 뚫는 등의 표현으로 탐욕 비중이 높으며, 마지막 문장은 중립적 고민을 나타냄"
"오르면 가진거 올라서 좋고떨어지면 싸게 더 살수있어 좋고좋게좋게 생각하자구요
스트레스들 너무 받지마시고 원래 해뜨기전이 어둡자나요",2024-10-31 16:20:27+00:00,toss,삼성전자,12271544.0,2.072004521055785e-62,,0.1,0.2,0.7,긍정적인 태도와 중립적인 관점의 혼합으로 중립 비중이 높음
밸류업이라는 걸 해보지 않을래,2024-10-10 00:32:56+00:00,toss,삼성전자,14142795.0,8.136578428169157e-72,,0.0,0.6,0.4,"밸류업 제안으로 탐욕 비중이 높으나, 시도 제안으로 중립적 요소도 포함"
아직아님,2024-09-13 03:20:08+00:00,toss,삼성전자,16465563.0,1.7175809649581082e-83,,0.0,0.0,1.0,"감정 표현이 없으며, 결정을 미루는 중립적 표현"
미쳤나,2024-04-02 02:50:59+00:00,toss,삼성전자,30636912.0,1.0042243296262096e-154,,0.2,0.1,0.7,감정의 방향성이 명확하지 않아 중립 비중이 높음
"이번주 6만 터치합니다
올말까지 65전후 횡보후 내년에 7만전자 갈듯",2024-11-18 23:51:48+00:00,toss,삼성전자,10689263.0,1.861296452546243e-54,,0.0,0.8,0.2,"기대감과 자신감 표현으로 탐욕 비중이 높으며, 일부 중립적 전망 포함"
와 십만전자가면 뭐사지,2025-01-08 04:22:45+00:00,toss,삼성전자,6353006.0,1.1648134422331527e-32,,0.0,0.6,0.4,기대감과 고민이 섞인 발언으로 탐욕과 중립의 비중이 있음
행님들 장투 성공을  기원하겠습니다,2024-11-15 06:40:40+00:00,toss,삼성전자,11010331.0,4.528445091181849e-56,,0.0,0.3,0.7,"성공을 기원하는 긍정적인 메시지이지만, 구체적인 탐욕이나 공포를 직접적으로 표현하지 않아 중립적 비중이 높음"
오늘도 그래프가 지저분하네  마지막까지 이쁘지가 못해,2025-01-14 06:31:37+00:00,toss,삼성전자,5826874.0,5.1391181239190295e-30,,0.6,0.1,0.3,"그래프의 부정적 평가로 공포 비중이 높으나, 강한 부정 감정 표현은 없어 중립 비중도 고려됨"
아월급날 좀 남았는데 좀있다가지,2025-01-08 04:24:42+00:00,toss,삼성전자,6352889.0,1.1663918622501823e-32,,0.0,0.0,1.0,구체적인 감정 표현 없이 개인의 상황을 언급함으로 중립 비중이 높음
"주식을 떠나서 잘 돌아가고 있다고 생각하는  국민이 몇명 일까요
점점 망해가는 대한민국이 느껴지는게 저만 그런건지",2024-09-23 11:09:41+00:00,toss,삼성전자,15573390.0,5.241736843443885e-79,,0.8,0.0,0.2,국가 경제에 대한 부정적인 인식과 망해가는 언급으로 공포 비중이 높음
얘는 영업이익 사상최고 찍을때도 떨어지는 애임 사이클이 올라가면 영업이익 적자여도 다시 올라가겠지 단기조정이면 더 싸게 살 수 있을지도 모르니 그것만 좀 봐야할듯,2024-01-09 05:00:17+00:00,toss,삼성전자,37886754.0,3.631535420285425e-191,,0.3,0.2,0.5,"부정적인 면과 향후 기대감, 그리고 관망하는 태도가 혼합되어 있음"
그만,2024-08-02 06:21:28+00:00,toss,삼성전자,20083483.0,1.1200512968209763e-101,,0.1,0.0,0.9,"짧은 표현이지만, 감정 표현이 뚜렷하지 않아 중립적 해석이 가능함"
"바닥권 신호  더블바텀 삼천
상승추세 신호 20일 최고점 돌파 골든크로스 저항돌파 등

차트 신호 들어오는 거 보고 사도 안늦음

삼전은 지금 혁신이 필요한데 계속 평이하게 경영하고 있고 대외사정은 더 어려워지고 있음 

지금부터 무리해서 담을 필요는 별로 없음 꼭 인텔 옛날 보는 느낌",2024-12-04 01:06:14+00:00,toss,삼성전자,9388797.0,6.407393252026717e-48,,0.3,0.4,0.3,"상승추세와 긍정적 차트 신호 언급으로 탐욕 비중이 높으나, 경영 및 대외사정에 대한 우려로 공포도 존재. 중립적 관점에서의 분석도 포함됨."
"빼빼로 줍기 성공하면
상금 11원을 드려요

httpstossimmTd4V6QB",2024-11-11 03:16:36+00:00,toss,삼성전자,11368175.0,7.198234996659584e-58,,0.0,0.0,1.0,"감정과 관련된 내용이 없으며, 정보 전달의 성격이 강함"
"처음에십마십만 했던놈들 다 어디간겨

물을물을 허벌라게탔네",2024-09-26 08:36:39+00:00,toss,삼성전자,15323372.0,9.466835216902847e-78,,0.8,0.0,0.2,손실과 부정적 상황 언급으로 공포 비중이 높음
다들 잔치분위기이길래,2024-11-15 08:13:06+00:00,toss,삼성전자,11004785.0,4.828657353637236e-56,,0.0,0.8,0.2,"잔치분위기 언급으로 탐욕 비중이 높으나, 확실한 결정이나 행동을 언급하지 않아 중립적 요소도 일부 포함"
한달이라니다 죽어버려,2024-09-25 06:14:21+00:00,toss,삼성전자,15418310.0,3.1549581034725404e-78,,0.8,0.0,0.2,비속어 사용과 손실에 대한 불만으로 공포 비중이 높음
줍줍,2024-11-15 00:08:46+00:00,toss,삼성전자,11033845.0,3.4494881434358416e-56,,0.1,0.7,0.2,저가 매수 기회를 포착하려는 탐욕적 심리 반영
재미 투표,2025-02-21 05:01:07+00:00,toss,삼성전자,2549104.0,1.5373923321923153e-13,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 특정한 정보나 의견을 요구하는 내용 없음"
파는사람이 있어야 올라가요 많이들 파세요,2024-06-13 06:18:53+00:00,toss,삼성전자,24403638.0,2.156426706712236e-123,,0.1,0.6,0.3,"판매를 유도하는 말로 탐욕을 자극하려는 의도가 있으나, 중립적인 관점에서의 조언 또한 포함"
평단만 오면 다시는 국장을 하지 않겠습니다 한벙만 봦 십쇼,2024-12-17 06:32:15+00:00,toss,삼성전자,8246036.0,3.554955068686007e-42,,0.8,0.05,0.15,손실 회피 및 다시는 투자하지 않겠다는 결심으로 공포 비중이 높음
젠슨황 이빨 값이 딱 하루네,2025-01-09 06:11:08+00:00,toss,삼성전자,6260103.0,3.413803762446734e-32,,0.1,0.1,0.8,특정한 감정 표현보다는 평가적인 내용이 많아 중립 비중이 높음
쫌만 더가주라,2025-03-21 03:31:10+00:00,toss,삼성전자,135301.0,0.2088824143106054,,0.1,0.8,0.1,기대감과 흥분을 나타내는 표현으로 탐욕 비중이 높음
개인이 다팔고 안올라간다고 징징,2024-06-13 00:54:32+00:00,toss,삼성전자,24423099.0,1.7215232232376952e-123,,0.8,0.0,0.2,부정적 언급과 개인 투자자의 불만으로 공포 비중이 높음
다 좋은데 외인들 빠지는게 너무 걸림,2024-11-18 07:29:40+00:00,toss,삼성전자,10748191.0,9.410455123575542e-55,,0.6,0.1,0.3,외인들이 빠진다는 표현으로 인한 부정적 전망으로 공포 비중이 높음
어차피 3시 30분에는 원점으로 돌아오는 매직,2025-03-14 02:07:36+00:00,toss,삼성전자,745115.0,0.0001797369430135,,0.1,0.1,0.8,특정한 감정보다는 시장의 움직임에 대한 관찰적 언급이 주를 이룸
시작가 찍고 다시 6만 2천까지 올리고 다시 5만 8천대 종가 하락으로 개미 영혼 털기 외인 수법이에요,2024-10-14 02:00:28+00:00,toss,삼성전자,13791943.0,4.720839302782648e-70,,0.8,0.05,0.15,하락과 개미 영혼 털기 언급으로 공포 비중이 높음
대국민주 삼전 가자,2024-12-27 05:37:05+00:00,toss,삼성전자,7385346.0,7.536002485621913e-38,,0.0,0.9,0.1,흥분과 공격적 매수 심리를 나타내는 언급으로 탐욕 비중이 높음
외인터내조금씩,2024-11-21 04:20:49+00:00,toss,삼성전자,10500322.0,1.6578230052504708e-53,,0.0,0.0,1.0,감정을 나타내는 구체적인 단어가 없어 중립으로 판단
,2025-02-03 04:01:49+00:00,toss,삼성전자,4107862.0,2.2469817670119906e-21,,0.0,0.0,1.0,문장이 없어 분석할 수 없음
날씨 더 추워지기전에 올라가자 차갑다,2024-10-12 13:38:03+00:00,toss,삼성전자,13922888.0,1.0370907863746484e-70,,0.1,0.8,0.1,상승을 기대하는 표현으로 탐욕 비중이 높음
삼전 파이팅입니다 빅사이클은 거의 오고 있는 거 같네요,2024-07-04 05:31:12+00:00,toss,삼성전자,22592099.0,2.751299337639821e-114,,0.0,0.7,0.3,흥분과 기대감을 나타내는 표현으로 탐욕 비중이 높음
"시총 390조도 깨짐  내돈

매수가에 환불해줘",2024-09-12 02:20:48+00:00,toss,삼성전자,16555523.0,6.063567204253608e-84,,0.8,0.0,0.2,시장 가치 하락과 환불 요청으로 공포 비중이 높음
삼성기회가왓나봐요,2024-11-14 23:02:03+00:00,toss,삼성전자,11037848.0,3.293315596161309e-56,,0.0,0.8,0.2,기회가 왔다는 표현으로 탐욕 비중이 높음
이게 다 술통과 콜걸  때문이다,2024-12-20 02:09:20+00:00,toss,삼성전자,8002611.0,5.948721441920453e-41,,0.8,0.0,0.2,비속어 사용과 부정적 상황 언급으로 공포 비중이 높음
삼성은 예전의삼성이지  요즘 삼성은 보잘것 없는 기업이다 오너가 바뀌니 힘없고 기술력부족한 기업으로 전락했다,2024-06-12 04:30:52+00:00,toss,삼성전자,24496519.0,7.359750761926395e-124,,0.8,0.0,0.2,기업의 가치 하락과 기술력 부족 언급으로 공포 비중이 높음
삼성  개폭락 63006500후  우상향  이글은 성지가 될지어다,2024-09-06 03:47:11+00:00,toss,삼성전자,17068740.0,1.5959303957271528e-86,,0.4,0.4,0.2,"개폭락으로 인한 부정적 감정과 우상향, 성지 언급으로 인한 긍정적 기대감이 혼재"
이걸 말아올리네 어제 미장 마이크론 많이 빠졌는데,2024-04-03 04:40:34+00:00,toss,삼성전자,30543937.0,2.9456071805995757e-154,,0.6,0.1,0.3,"손실 언급으로 공포 비중이 높으나, 구체적인 감정 표현이 없어 중립 비중도 고려됨"
영차 영차,2025-03-11 02:14:30+00:00,toss,삼성전자,1003901.0,8.991556955075911e-06,,0.0,0.8,0.2,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
들어가서 하데스만나자,2024-11-12 00:32:02+00:00,toss,삼성전자,11291649.0,1.745373121865682e-57,,0.0,0.9,0.1,흥분과 공격적 매수 심리 표현으로 탐욕 비중이 높음
"3년전이랑 주가가 아직도 비슷한데
건강해지긴 뭐가 건강해짐",2024-08-05 04:40:13+00:00,toss,삼성전자,19830358.0,2.0969352877407527e-100,,0.6,0.1,0.3,주가 변동성에 대한 불만과 비관적인 시각으로 공포 비중이 높음
"평단 62500원입니다 물타기 여태 안했는데  
물타고 평단 낮춰 뺄까요
 
그냥 손절 할까요  사실 당장 필요한 돈은 아니라서 
묵혀도 상관은 없는데  삼전 때문에 파랑이네요",2024-11-13 09:21:40+00:00,toss,삼성전자,11173471.0,6.853567243121542e-57,,0.6,0.1,0.3,"손절 고민과 물타기 고려로 공포 비중이 높으나, 필요한 돈이 아니라는 중립적 고민도 포함됨"
그게 언제인지 모를뿐,2024-11-20 01:03:57+00:00,toss,삼성전자,10598534.0,5.31948997334553e-54,,0.0,0.0,1.0,감정 표현 없이 정보의 불확실성을 표현함
윤석열탄핵은 국내증시에 호재아니것냐 내년이면 한국증시로 돈 좀 들어오겠노 탄핵하고 국내주식시장경제발전에 도움이되는 차기대통령을 뽑자,2024-12-04 05:18:00+00:00,toss,삼성전자,9373691.0,7.631546276485413e-48,,0.1,0.6,0.3,긍정적인 기대감과 경제 발전에 대한 희망으로 탐욕 비중이 높음
아따 스트레이트로 가면안대나,2024-09-30 04:53:00+00:00,toss,삼성전자,14991191.0,4.425184510837077e-76,,0.1,0.8,0.1,기대감과 흥분을 나타내는 표현으로 탐욕 비중이 높음
엔비디아에서 HBM 더필요하다 언급되서 저평가된삼전이 오르는듯합니다,2024-06-03 02:48:43+00:00,toss,삼성전자,25280248.0,8.460674852830973e-128,,0.0,0.6,0.4,"기업의 긍정적 언급과 주가 상승 기대로 탐욕 비중이 높으나, 중립적 정보 전달도 포함됨"
이러다 염라대왕이랑 하이파이브 하겠다 이놈아,2024-12-16 02:38:47+00:00,toss,삼성전자,8346444.0,1.1120584914154633e-42,,0.8,0.0,0.2,비속어 사용과 부정적 상황 언급으로 공포 비중이 높음
httpsnnewsnavercommnewsarticle015005087419,2025-01-29 05:48:29+00:00,toss,삼성전자,4533462.0,1.6304110140034212e-23,,0.0,0.0,1.0,제공된 문장에는 감정을 나타내는 단어나 문구가 없으므로 중립으로 분류
이재용  깜빵들어갔을때  주가  고점이네,2024-10-25 11:38:03+00:00,toss,삼성전자,12806888.0,4.221374028584306e-65,,0.2,0.1,0.7,"주가 고점 언급은 정보 전달 성격이 강하며, 부정적 감정이나 탐욕보다는 중립적 태도에 가까움"
이시볼,2024-11-11 03:04:07+00:00,toss,삼성전자,11368924.0,7.136103329017718e-58,,0.8,0.0,0.2,비속어 사용으로 부정적 감정 표현이 강함
정찰병 사졌다,2024-10-07 00:02:09+00:00,toss,삼성전자,14403842.0,3.96528419846408e-73,,0.8,0.0,0.2,"손실 언급으로 공포 비중이 높으며, 구체적인 탐욕이나 긍정적 기대를 나타내는 요소가 없음"
"물량 다 없애버려
6만전자로",2025-03-19 01:15:34+00:00,toss,삼성전자,316237.0,0.0257286412275165,,0.1,0.6,0.3,"자신감과 기대감이 느껴지지만, 구체적인 계획이나 정보는 없어 중립적 요소도 일부 포함됨"
레디고,2025-01-02 01:00:01+00:00,toss,삼성전자,6883570.0,2.5081092457099453e-35,,0.0,0.8,0.2,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
자 힘냅시다,2024-05-10 04:41:46+00:00,toss,삼성전자,27347065.0,3.45487685715037e-138,,0.0,0.3,0.7,긍정적 격려의 의미로 탐욕보다는 중립적 감정이 더 높게 평가됨
"기술적 반등이다
다시 돌아간다
중력의 방향으로",2024-11-15 05:29:48+00:00,toss,삼성전자,11014583.0,4.310981785479442e-56,,0.2,0.6,0.2,기술적 반등과 다시 돌아간다는 표현으로 탐욕 비중이 높음
외인이진짜 쓸어담았네 와내일 모르겠는데 이러면,2024-06-13 06:42:22+00:00,toss,삼성전자,24402229.0,2.191881746243845e-123,,0.1,0.6,0.3,"외인 매수 언급으로 탐욕 비중이 높으나, 불확실성 표현으로 중립적 요소도 포함"
"으이구  허구한날 호가 장난질 하는거 보면 
독하다 독해",2024-11-06 06:22:40+00:00,toss,삼성전자,11789011.0,5.5191231915881e-60,,0.8,0.0,0.2,"호가 장난질 언급으로 공포 비중이 높으며, 비판적인 태도로 중립적 감정도 일부 포함"
기관 외인은 왜일케 팔아대는지,2024-08-09 05:47:29+00:00,toss,삼성전자,19480722.0,1.1996377892899428e-98,,0.2,0.1,0.7,질문 형태로 정보를 요구하며 감정 표현이 뚜렷하지 않음
"빨리타요 
종가에 고장나서 멈추는거 아니고",2024-11-21 04:48:41+00:00,toss,삼성전자,10498650.0,1.6902173851120695e-53,,0.1,0.6,0.3,"흥분과 자신감의 표현으로 탐욕 비중이 높으나, 상황 설명으로 중립적 요소도 포함"
6만 안착하고끝날거같네요,2024-10-16 00:31:49+00:00,toss,삼성전자,13624462.0,3.2799855246890266e-69,,0.1,0.7,0.2,"안착이라는 단어 사용으로 탐욕 비중이 높으나, 끝날 거 같다는 표현으로 약간의 불확실성을 포함"
,2024-07-25 01:46:09+00:00,toss,삼성전자,20791202.0,3.103475856310708e-105,,0.0,0.0,1.0,"문장이 'nan'으로, 분석할 수 있는 내용이 없음"
"미장은 물리면 5일

국장은 물리면 5년임",2025-03-18 04:13:08+00:00,toss,삼성전자,391983.0,0.0107071848903745,,0.8,0.0,0.2,손실과 장기간 물림에 대한 우려로 공포 비중이 높음
아니 코로나급 위기도 아닌데 이렇게까지 내려간다고,2024-10-10 06:07:32+00:00,toss,삼성전자,14122719.0,1.0264905683222277e-71,,0.8,0.0,0.2,코로나급 위기 언급과 하락 언급으로 공포 비중이 매우 높음
여기 뚫으면 위에 매물대도 별로없다,2024-07-05 05:54:26+00:00,toss,삼성전자,22504305.0,7.60045068176001e-114,,0.1,0.7,0.2,기대감과 자신감의 표현으로 탐욕 비중이 높음
